designation,bore_d,outer_d,width,load_rating,limiting_speed
6007-2RS1/C3,35.0,62.0,14.0,16.8,7000.0
6007-2RS1/C3GJN,35.0,62.0,14.0,16.8,7000.0
6007-2RS1/GFJ,35.0,62.0,14.0,16.8,7000.0
6007-2RS1/GJN,35.0,62.0,14.0,16.8,7000.0
6007-2RS1NR,35.0,62.0,14.0,16.8,7000.0
6007-2RS1TN9/HC5C3WT,35.0,62.0,14.0,15.9,7000.0
6007-2RSFTN9/C3GJN,35.0,62.0,14.0,16.8,3000.0
6007-2RZ,35.0,62.0,14.0,16.8,12000.0
6007-2RZ/C3LT,35.0,62.0,14.0,16.8,12000.0
6007-2RZTN9/C3VT162,35.0,62.0,,,12000.0
6007-2RZTN9/HC5C3WT,35.0,62.0,14.0,15.9,14000.0
6007-2Z,35.0,62.0,14.0,16.8,12000.0
6007-2Z/C3,35.0,62.0,14.0,16.8,12000.0
6007-2Z/C3GJN,35.0,62.0,14.0,16.8,12000.0
6007-2Z/MT33,35.0,62.0,14.0,16.8,12000.0
6007-2ZTN9/HC5C3WT,35.0,62.0,14.0,15.9,14000.0
6007-RS1,35.0,62.0,14.0,16.8,7000.0
6007-RS1/C3,35.0,62.0,14.0,16.8,7000.0
6007-Z,35.0,62.0,14.0,16.8,15000.0
6007/C3,35.0,62.0,14.0,16.8,15000.0
6007/HC5C3,35.0,62.0,14.0,15.9,17000.0
6008,40.0,68.0,15.0,17.8,14000.0
6008 2RSJEM,40.0,68.0,15.0,17.8,6300.0
6008 2RSNRJEM,40.0,68.0,15.0,17.8,6300.0
6008 2ZJEM,40.0,68.0,15.0,17.8,11000.0
6008 2ZNRJEM,40.0,68.0,15.0,17.8,11000.0
6008 JEM,40.0,68.0,15.0,17.8,14000.0
6008 NR,40.0,68.0,15.0,17.8,14000.0
6008 NRJEM,40.0,68.0,15.0,17.8,14000.0
6008 RSJEM,40.0,68.0,15.0,17.8,6300.0
6008 ZJEM,40.0,68.0,15.0,17.8,14000.0
6008-2RS1,40.0,68.0,15.0,17.8,6300.0
6008-2RS1/C2,40.0,68.0,15.0,17.8,6300.0
6008-2RS1/C3,40.0,68.0,15.0,17.8,6300.0
6008-2RS1/C3GJN,40.0,68.0,15.0,17.8,6300.0
6008-2RS1/W64,40.0,68.0,15.0,17.8,4400.0
6008-2RS1NR/C3,40.0,68.0,15.0,17.8,6300.0
6008-2RSF/C3GJN,40.0,68.0,15.0,0.018,3000.0
6008-2RZTN9/HC5C3WT,40.0,68.0,15.0,16.8,13000.0
6008-2Z,40.0,68.0,15.0,17.8,11000.0
6008-2Z/C3,40.0,68.0,15.0,17.8,11000.0
6008-2Z/C3GJN,40.0,68.0,15.0,17.8,11000.0
6008-2Z/VA208,40.0,68.0,15.0,,80.0
6008-RS1,40.0,68.0,15.0,17.8,6300.0
6008-RS1/C3,40.0,68.0,15.0,17.8,6300.0
6008-Z,40.0,68.0,15.0,17.8,14000.0
6008-Z/C3,40.0,68.0,15.0,17.8,14000.0
6008/C3,40.0,68.0,15.0,17.8,14000.0
6009,45.0,75.0,16.0,22.1,12000.0
6009 2RSJEM,45.0,75.0,16.0,22.1,12000.0
6009 2ZJEM,45.0,75.0,16.0,22.1,10000.0
6009 JEM,45.0,75.0,16.0,22.1,12000.0
6009 NR,45.0,75.0,16.0,22.1,12000.0
6009 NRJEM,45.0,75.0,16.0,22.1,12000.0
6009-2RS1,45.0,75.0,16.0,22.1,5600.0
6009-2RS1/C3,45.0,75.0,16.0,22.1,5600.0
6009-2RS1/C3GJN,45.0,75.0,16.0,22.1,5600.0
6009-2RS1/C4,45.0,75.0,16.0,22.1,5600.0
6009-2RS1/C4GJN,45.0,75.0,16.0,22.1,5600.0
6009-2RS1/LT10,45.0,75.0,16.0,22.1,5600.0
6009-2Z,45.0,75.0,16.0,22.1,10000.0
6009-2Z/C3,45.0,75.0,16.0,22.1,10000.0
6009-2Z/C3GJN,45.0,75.0,16.0,22.1,10000.0
6009-2Z/C3WT,45.0,75.0,16.0,22.1,10000.0
6009-2Z/HC5C5VT376,45.0,75.0,16.0,20.8,11000.0
6009-2ZTN9/HC5C3WT,45.0,75.0,16.0,20.8,11000.0
6009-RS1,45.0,75.0,16.0,22.1,5600.0
6009-RS1/C3,45.0,75.0,16.0,22.1,5600.0
6009-Z,45.0,75.0,16.0,22.1,12000.0
6009-Z/C3,45.0,75.0,16.0,22.1,12000.0
6009/C2,45.0,75.0,16.0,22.1,12000.0
6009/C3,45.0,75.0,16.0,22.1,12000.0
6009/C4,45.0,75.0,16.0,22.1,12000.0
6010,50.0,80.0,16.0,22.9,11000.0
6010 2RSJEM,50.0,80.0,16.0,22.9,11000.0
6010 2RSNRJEM,50.0,80.0,16.0,22.9,11000.0
6010 2ZJEM,50.0,80.0,16.0,22.9,9000.0
6010 2ZNRJEM,50.0,80.0,16.0,22.9,9000.0
6010 JEM,50.0,80.0,16.0,22.9,11000.0
6010 N,50.0,80.0,16.0,22.9,11000.0
6010 NR,50.0,80.0,16.0,22.9,11000.0
6010 NRJEM,50.0,80.0,16.0,22.9,11000.0
6010 RSJEM,50.0,80.0,16.0,22.9,5000.0
6010 ZJEM,50.0,80.0,16.0,22.9,11000.0
6010-2RS1,50.0,80.0,16.0,22.9,5000.0
6010-2RS1/C3,50.0,80.0,16.0,22.9,5000.0
6010-2RS1/C3GJN,50.0,80.0,16.0,22.9,5000.0
6010-2RS1/GJN,50.0,80.0,16.0,22.9,5000.0
6010-2Z,50.0,80.0,16.0,22.9,9000.0
6010-2Z/C3,50.0,80.0,16.0,22.9,9000.0
6010-2Z/C3GJN,50.0,80.0,16.0,22.9,9000.0
6010-2Z/GJN,50.0,80.0,16.0,22.9,9000.0
6010-2Z/HC5C3WT,50.0,80.0,16.0,21.6,11000.0
6010-2Z/VA208,50.0,80.0,16.0,,60.0
6010-2ZTN9/HC5C3WT,50.0,80.0,16.0,21.6,5000.0
6010-RS1,50.0,80.0,16.0,22.9,5000.0
6010-Z,50.0,80.0,16.0,22.9,11000.0
6010-Z/C3,50.0,80.0,16.0,22.9,11000.0
6010/C3,50.0,80.0,16.0,22.9,11000.0
6011,55.0,90.0,18.0,29.6,10000.0
6011 2RSJEM,55.0,90.0,18.0,29.6,14000.0
6011 2RSNRJEM,55.0,90.0,18.0,29.6,4500.0
6011 2ZJEM,55.0,90.0,18.0,29.6,8000.0
6011 2ZNRJEM,55.0,90.0,18.0,29.6,8000.0
6011 JEM,55.0,90.0,18.0,29.6,10000.0
6011 NR,55.0,90.0,18.0,29.6,10000.0
6011 NRJEM,55.0,90.0,18.0,29.6,10000.0
6011 ZJEM,55.0,90.0,18.0,29.6,14000.0
6011-2RS1,55.0,90.0,18.0,29.6,4500.0
6011-2RS1/C3,55.0,90.0,18.0,29.6,4500.0
6011-2RS1/C3GJN,55.0,90.0,18.0,29.6,4500.0
6011-2RS1/C3LHT22,55.0,90.0,18.0,29.6,4500.0
6011-2RS1NR/C3,55.0,90.0,18.0,29.6,4500.0
6011-2Z,55.0,90.0,18.0,29.6,8000.0
6011-2Z/C3,55.0,90.0,18.0,29.6,8000.0
6011-2Z/C3GJN,55.0,90.0,18.0,29.6,8000.0
6011-2Z/VA208,55.0,90.0,18.0,,60.0
6011-RS1,55.0,90.0,18.0,29.6,4500.0
6011-RS1/C3,55.0,90.0,18.0,29.6,10000.0
6011-Z,55.0,90.0,18.0,29.6,10000.0
6011-Z/C3,55.0,90.0,18.0,29.6,10000.0
6011-ZNR/C3,55.0,90.0,18.0,29.6,10000.0
6011/C3,55.0,90.0,18.0,29.6,10000.0
6011/HC5C3,55.0,90.0,18.0,28.1,11000.0
6012,60.0,95.0,18.0,30.7,9500.0
6012 2RSJEM,60.0,95.0,18.0,30.7,4300.0
6012 2ZJEM,60.0,95.0,18.0,30.7,7500.0
6012 JEM,60.0,95.0,18.0,30.7,9500.0
6012 M/C4VL0241,60.0,,18.0,30.7,13000.0
6012 M/HC5C4,60.0,95.0,18.0,29.6,13000.0
6012 NR,60.0,95.0,18.0,30.7,9500.0
6012 NR/C4,60.0,95.0,18.0,30.7,9500.0
6012-2RS1,60.0,95.0,18.0,30.7,4300.0
6012-2RS1/C3,60.0,95.0,18.0,30.7,4300.0
6012-2RS1/C3GJN,60.0,95.0,18.0,30.7,4300.0
6012-2RS1/GJN,60.0,95.0,18.0,30.7,4300.0
6012-2RZ,60.0,95.0,18.0,30.7,7500.0
6012-2RZ/HC5C3WT,60.0,95.0,18.0,29.6,9000.0
6012-2Z,60.0,95.0,18.0,30.7,7500.0
6012-2Z/C3,60.0,95.0,18.0,30.7,7500.0
6012-2Z/C3GJN,60.0,95.0,18.0,30.7,7500.0
6012-RS1,60.0,95.0,18.0,30.7,4300.0
6012-Z,60.0,95.0,18.0,30.7,9500.0
6012/C3,60.0,95.0,18.0,30.7,9500.0
6013,65.0,100.0,18.0,31.9,9000.0
6013 2RSJEM,65.0,100.0,18.0,31.9,9000.0
6013 2RSNRJEM,65.0,100.0,18.0,31.9,9000.0
6013 2ZJEM,65.0,100.0,18.0,31.9,7000.0
6013 2ZNRJEM,65.0,100.0,18.0,31.9,7000.0
6013 JEM,65.0,100.0,18.0,31.9,9000.0
6013 M,65.0,100.0,18.0,31.9,12000.0
6013 M/HC5C4HS0,65.0,100.0,18.0,30.7,12000.0
6013 NR,65.0,100.0,18.0,31.9,9000.0
6013 NR/C3,65.0,100.0,18.0,31.9,9000.0
6013 NRJEM,65.0,100.0,18.0,31.9,9000.0
6013 RSJEM,65.0,100.0,18.0,31.9,12000.0
6013 ZJEM,65.0,100.0,18.0,31.9,12000.0
6013-2RS1,65.0,100.0,18.0,31.9,4000.0
6013-2RS1/C3,65.0,100.0,18.0,31.9,4000.0
6013-2RS1/GJN,65.0,100.0,18.0,31.9,4000.0
6013-2Z,65.0,100.0,18.0,31.9,7000.0
6013-2Z/C3,65.0,100.0,18.0,31.9,7000.0
6013-2Z/C3GJN,65.0,100.0,18.0,31.9,7000.0
6013-2Z/C4VT127,65.0,100.0,18.0,31.9,7000.0
6013-RS1,65.0,100.0,18.0,31.9,4000.0
6013-Z,65.0,100.0,18.0,31.9,9000.0
6013-Z/C3,65.0,100.0,18.0,31.9,9000.0
6013/C3,65.0,100.0,18.0,31.9,9000.0
6013/C4,65.0,100.0,18.0,31.9,9000.0
6013/DFC125,65.0,100.0,36.0,51.7,9000.0
6014,70.0,110.0,20.0,39.7,8000.0
6014 2RSJEM,70.0,110.0,20.0,39.7,8000.0
6014 2RSNRJEM,70.0,110.0,20.0,39.7,11000.0
6014 2ZJEM,70.0,110.0,20.0,39.7,6300.0
6014 JEM,70.0,110.0,20.0,39.7,8000.0
6014 M,70.0,110.0,20.0,39.7,11000.0
6014 M/C3,70.0,110.0,20.0,39.7,11000.0
6014 M/C3S0,70.0,110.0,20.0,39.7,11000.0
6014 M/HC5C4,70.0,110.0,20.0,37.7,11000.0
6014 NR,70.0,110.0,20.0,39.7,8000.0
6014 NR/C4,70.0,110.0,20.0,39.7,8000.0
6014 NRJEM,70.0,110.0,20.0,39.7,8000.0
6014 RSJEM,70.0,110.0,20.0,39.7,11000.0
6014 ZJEM,70.0,110.0,20.0,39.7,8000.0
6014-2RS1,70.0,110.0,20.0,39.7,3600.0
6014-2RS1/C3,70.0,110.0,20.0,39.7,3600.0
6014-2RS1/C3GJN,70.0,110.0,20.0,39.7,3600.0
6014-2RS1/MTVM121,70.0,110.0,20.0,39.7,3600.0
6014-2Z,70.0,110.0,20.0,39.7,6300.0
6014-2Z/C3,70.0,110.0,20.0,39.7,6300.0
6014-2Z/C3GJN,70.0,110.0,20.0,39.7,6300.0
6014-RS1,70.0,110.0,20.0,39.7,3600.0
6014-Z,70.0,110.0,20.0,39.7,8000.0
6014/C3,70.0,110.0,20.0,39.7,8000.0
6014/C4,70.0,110.0,20.0,39.7,8000.0
6014/HC5C3,70.0,110.0,20.0,37.7,9000.0
6015,75.0,115.0,20.0,41.6,7500.0
6015 2RSJEM,75.0,115.0,20.0,41.6,7500.0
6015 2ZJEM,75.0,115.0,20.0,41.6,6000.0
6015 2ZNRJEM,75.0,115.0,20.0,41.6,6000.0
6015 JEM,75.0,115.0,20.0,41.6,7500.0
6015 M,75.0,115.0,20.0,41.6,10000.0
6015 M/C3,75.0,115.0,20.0,41.6,10000.0
6015 M/C3S0,75.0,115.0,20.0,41.6,10000.0
6015 M/HC5C3,75.0,115.0,20.0,39.7,10000.0
6015 M/HC5C4S0,75.0,115.0,20.0,39.7,10000.0
6015 N,75.0,115.0,20.0,41.6,7500.0
6015 NR,75.0,115.0,20.0,41.6,7500.0
6015 NRJEM,75.0,115.0,20.0,41.6,7500.0
6015 RSJEM,75.0,115.0,20.0,41.6,7500.0
6015 ZJEM,75.0,115.0,20.0,41.6,7500.0
6015-2RS1,75.0,115.0,20.0,41.6,3400.0
6015-2RS1/C3,75.0,115.0,20.0,41.6,3400.0
6015-2RS1/C3GJN,75.0,115.0,20.0,41.6,3400.0
6015-2RS2/C3GJN,75.0,115.0,20.0,41.6,7500.0
6015-2Z,75.0,115.0,20.0,41.6,6000.0
6015-2Z/C3,75.0,115.0,20.0,41.6,6000.0
6015-2Z/C3GJN,75.0,115.0,20.0,41.6,6000.0
6015-RS1,75.0,115.0,20.0,41.6,3400.0
6015-Z,75.0,115.0,20.0,41.6,7500.0
6015/C3,75.0,115.0,20.0,41.6,7500.0
6015/C4,75.0,115.0,20.0,41.6,7500.0
6015/DFC135,75.0,115.0,40.0,63.7,7500.0
6016,80.0,125.0,22.0,49.4,7000.0
6016 2RSJEM,80.0,125.0,22.0,49.4,7000.0
6016 2ZJEM,80.0,125.0,22.0,49.4,5600.0
6016 JEM,80.0,125.0,22.0,49.4,7000.0
6016 M/HC5P65HS0VG319,80.0,125.0,22.0,47.5,9500.0
6016 NR,80.0,125.0,22.0,49.4,7000.0
6016 NR/C3,80.0,125.0,22.0,49.4,7000.0
6016-2RS1,80.0,125.0,22.0,49.4,3200.0
6016-2RS1/C3,80.0,125.0,22.0,49.4,3200.0
6016-2RS1/GJN,80.0,125.0,22.0,49.4,3200.0
6016-2Z,80.0,125.0,22.0,49.4,5600.0
6016-2Z/C3,80.0,125.0,22.0,49.4,5600.0
6016-2Z/C3GJN,80.0,125.0,22.0,49.4,5600.0
6016-RS1,80.0,125.0,22.0,49.4,3200.0
6016-Z,80.0,125.0,22.0,49.4,7000.0
6016/C3,80.0,125.0,22.0,49.4,7000.0
6016/C4,80.0,125.0,22.0,49.4,7000.0
6017,85.0,130.0,22.0,52.0,6700.0
6017 2RSJEM,85.0,130.0,22.0,52.0,6700.0
6017 2RSNRJEM,85.0,130.0,22.0,52.0,3000.0
6017 2ZJEM,85.0,130.0,22.0,52.0,5300.0
6017 2ZNRJEM,85.0,130.0,22.0,52.0,5300.0
6017 JEM,85.0,130.0,22.0,52.0,6700.0
6017 NR,85.0,130.0,22.0,52.0,6700.0
6017 NRJEM,85.0,130.0,22.0,52.0,6700.0
6017 ZJEM,85.0,130.0,22.0,52.0,6700.0
6017-2RS1,85.0,130.0,22.0,52.0,3000.0
6017-2RS1/C3,85.0,130.0,22.0,52.0,3000.0
6017-2RS1/MTVM121,85.0,130.0,22.0,52.0,3000.0
6017-2Z,85.0,130.0,22.0,52.0,5300.0
6017-2Z/C3,85.0,130.0,22.0,52.0,5300.0
6017-2ZNR,85.0,130.0,22.0,52.0,5300.0
6017-RS1,85.0,130.0,22.0,52.0,3000.0
6017-Z,85.0,130.0,22.0,52.0,6700.0
6017/C3,85.0,130.0,22.0,52.0,6700.0
6017/C4,85.0,130.0,22.0,52.0,6700.0
6018,90.0,140.0,24.0,60.5,6300.0
6018 2ZJEM,90.0,140.0,24.0,60.5,5000.0
6018 JEM,90.0,140.0,24.0,60.5,6300.0
6018 M/C4S0,90.0,140.0,24.0,60.5,8500.0
6018 NR,90.0,140.0,24.0,60.5,6300.0
6018 NR/C3,90.0,140.0,24.0,60.5,6300.0
6018-2RS1,90.0,140.0,24.0,60.5,2800.0
6018-2RS1/C3,90.0,140.0,24.0,60.5,2800.0
6018-2Z,90.0,140.0,24.0,60.5,5000.0
6018-2Z/C3,90.0,140.0,24.0,60.5,5000.0
6018-Z,90.0,140.0,24.0,60.5,6300.0
6018/C3,90.0,140.0,24.0,60.5,6300.0
6018/C4,90.0,140.0,24.0,60.5,6300.0
6019,95.0,145.0,24.0,63.7,6000.0
6019 NR,95.0,145.0,24.0,63.7,6000.0
6019-2RS1,95.0,145.0,24.0,63.7,2800.0
6019-2RS1/C3,95.0,145.0,24.0,63.7,2800.0
6019-2Z,95.0,145.0,24.0,63.7,4800.0
6019-2Z/C3,95.0,145.0,24.0,63.7,4800.0
6019-RS1,95.0,145.0,24.0,63.7,2800.0
6019-Z,95.0,145.0,24.0,63.7,6000.0
6019/C3,95.0,145.0,24.0,63.7,6000.0
6019/C4,95.0,145.0,24.0,63.7,6000.0
6019/HC5C3,95.0,145.0,24.0,60.5,6700.0
6020,100.0,150.0,24.0,63.7,5600.0
6020 M,100.0,150.0,24.0,63.7,7500.0
6020 M/C4,100.0,150.0,24.0,63.7,7500.0
6020 N,100.0,150.0,24.0,63.7,5600.0
6020 NR,100.0,150.0,24.0,63.7,5600.0
6020-2RS1,100.0,150.0,24.0,63.7,2600.0
6020-2RS1/C3,100.0,150.0,24.0,63.7,2600.0
6020-2RS1/GJN,100.0,150.0,24.0,63.7,2600.0
6020-2Z,100.0,150.0,24.0,63.7,4500.0
6020-2Z/C3,100.0,150.0,24.0,63.7,4500.0
6020-2Z/C4S1GJN,100.0,150.0,24.0,63.7,4500.0
6020-2Z/VA208,100.0,150.0,24.0,,30.0
6020-RS1,100.0,150.0,24.0,63.7,2600.0
6020-Z,100.0,150.0,24.0,63.7,5600.0
6020/C3,100.0,150.0,24.0,63.7,5600.0
6020/C4,100.0,150.0,24.0,63.7,5600.0
6021,105.0,160.0,26.0,76.1,5300.0
6021 M/C3S0,105.0,160.0,26.0,76.1,7500.0
6021 M/C4S0,105.0,160.0,26.0,76.1,7500.0
6021-2RS1,105.0,160.0,26.0,76.1,2400.0
6021-2RS1/C3,105.0,160.0,26.0,76.1,2400.0
6021-2RS1/W64,105.0,160.0,26.0,76.1,1700.0
6021-2Z,105.0,160.0,26.0,76.1,4300.0
6021-2Z/C3,105.0,160.0,26.0,76.1,4300.0
6021/C3,105.0,160.0,26.0,76.1,5300.0
6021/C4,105.0,160.0,26.0,76.1,5300.0
6022,110.0,170.0,28.0,85.2,5000.0
6022 M,110.0,170.0,28.0,85.2,7000.0
6022 M/C3,110.0,170.0,28.0,85.2,7000.0
6022 MAS/P54S1,110.0,170.0,28.0,85.2,7000.0
6022 NR,110.0,170.0,28.0,85.2,5000.0
6022-2RS1,110.0,170.0,28.0,85.2,2400.0
6022-2RS1/C3,110.0,170.0,28.0,85.2,2400.0
6022-2Z,110.0,170.0,28.0,85.2,4000.0
6022-2Z/C3,110.0,170.0,28.0,85.2,4000.0
6022-2Z/VA208,110.0,170.0,28.0,,30.0
6022-RS1,110.0,170.0,28.0,85.2,2400.0
6022-Z,110.0,170.0,28.0,85.2,5000.0
6022/C3,110.0,170.0,28.0,85.2,5000.0
6022/C4,110.0,170.0,28.0,85.2,5000.0
6024,120.0,180.0,28.0,88.4,4800.0
6024 NR,120.0,180.0,28.0,88.4,4800.0
6024-2RS1,120.0,180.0,28.0,88.4,2200.0
6024-2RS1/C3,120.0,180.0,28.0,88.4,2200.0
6024-2Z,120.0,180.0,28.0,88.4,3800.0
6024-2Z/C3,120.0,180.0,28.0,88.4,3800.0
6024-2Z/VA208,120.0,180.0,28.0,,30.0
6024-2Z/VK298,120.0,180.0,,,
6024-RS1,120.0,180.0,28.0,88.4,2200.0
6024-Z,120.0,180.0,28.0,88.4,4800.0
6024-Z/C3,120.0,180.0,28.0,88.4,4800.0
6024/C3,120.0,180.0,28.0,88.4,4800.0
6024/C3S1,120.0,180.0,28.0,88.4,4800.0
6024/C4,120.0,180.0,28.0,88.4,4800.0
6026,130.0,200.0,33.0,112.0,4300.0
6026 M/C3S0,130.0,200.0,33.0,112.0,5600.0
6026-2RS1,130.0,200.0,33.0,112.0,2000.0
6026-2RS1/C3,130.0,200.0,33.0,112.0,2000.0
6026-2RS1/C3LHT23,130.0,200.0,33.0,112.0,2000.0
6026-2Z,130.0,200.0,33.0,112.0,3400.0
6026-2Z/C3,130.0,200.0,33.0,112.0,3400.0
6026-Z,130.0,200.0,33.0,112.0,4300.0
6026/C3,130.0,200.0,33.0,112.0,4300.0
6026/C4,,,,,
6028,140.0,210.0,33.0,111.0,4000.0
6028 M,140.0,210.0,33.0,111.0,5300.0
6028 M/C3,140.0,210.0,33.0,111.0,5300.0
6028 M/HC5C3,140.0,210.0,33.0,111.0,5300.0
6028-2RS1,140.0,210.0,33.0,111.0,1800.0
6028-2RS1/C3,140.0,210.0,33.0,111.0,
6028-2Z,140.0,210.0,33.0,111.0,3200.0
6028-2Z/C3,140.0,210.0,33.0,111.0,
6028-RS1,140.0,210.0,33.0,111.0,1800.0
6028/C3,140.0,210.0,33.0,111.0,4000.0
6030,150.0,225.0,35.0,125.0,3800.0
6030 M,150.0,225.0,35.0,125.0,5000.0
6030 M/C3,150.0,225.0,35.0,125.0,5000.0
6030 M/C4,150.0,225.0,35.0,125.0,5000.0
6030-2RS1,150.0,225.0,35.0,125.0,1700.0
6030-2RS1/C3,150.0,225.0,35.0,125.0,1700.0
6030-2Z,150.0,225.0,35.0,125.0,3000.0
6030-2Z/C3,150.0,225.0,35.0,125.0,3000.0
6030-Z,150.0,225.0,35.0,125.0,3800.0
6030/C3,150.0,225.0,35.0,125.0,3800.0
6032,160.0,240.0,38.0,143.0,3600.0
6032 M,160.0,240.0,38.0,143.0,4800.0
6032 M/C3,160.0,240.0,38.0,143.0,4800.0
6032 M/C4,160.0,240.0,38.0,143.0,4800.0
6032-2RS1,160.0,240.0,38.0,143.0,1600.0
6032-2Z,160.0,240.0,38.0,143.0,2800.0
6032/C3,160.0,240.0,38.0,143.0,3600.0
6034 M,170.0,260.0,42.0,168.0,4300.0
6034 M/C3,170.0,260.0,42.0,168.0,4300.0
6034 M/C4,170.0,260.0,42.0,168.0,4300.0
6036 M,180.0,280.0,46.0,190.0,4000.0
6036 M/C3,180.0,280.0,46.0,190.0,4000.0
6038 M,190.0,290.0,46.0,195.0,3800.0
6038 M/C3,190.0,290.0,46.0,195.0,3800.0
604-2Z,4.0,12.0,4.0,0.806,60000.0
6040 M,200.0,310.0,51.0,216.0,3600.0
6040 M/C3,200.0,310.0,51.0,216.0,3600.0
6044 M,220.0,340.0,56.0,247.0,3200.0
6044 M/C3,220.0,340.0,56.0,247.0,3200.0
6048 M,240.0,360.0,56.0,255.0,3000.0
6048 M/C3,240.0,360.0,56.0,255.0,3000.0
6048 MA/C3,240.0,360.0,56.0,255.0,3000.0
6052 M,260.0,400.0,65.0,291.0,2800.0
6052 M/C3,260.0,400.0,65.0,291.0,2800.0
6056 M,280.0,420.0,65.0,302.0,2600.0
6056 M/C3,280.0,420.0,65.0,302.0,2600.0
6060 M,300.0,460.0,74.0,358.0,2400.0
6060 M/C3,300.0,460.0,74.0,358.0,2400.0
6064 M,320.0,480.0,74.0,371.0,2200.0
6064 M/C3,320.0,480.0,74.0,371.0,2200.0
6068 M,340.0,520.0,82.0,423.0,2000.0
607,7.0,19.0,6.0,2.34,53000.0
607-2RSH,7.0,19.0,6.0,2.34,24000.0
607-2RSH/C3,7.0,19.0,6.0,2.34,24000.0
607-2RSH/LHT23,7.0,19.0,6.0,2.34,24000.0
607-2RSL,7.0,19.0,6.0,2.34,43000.0
607-2RSLTN9/C3LT,7.0,19.0,6.0,2.34,43000.0
607-2RSLTN9/HC5C3WTF1,7.0,19.0,6.0,2.21,43000.0
607-2Z,7.0,19.0,6.0,2.34,43000.0
607-2Z/C3,7.0,19.0,6.0,2.34,43000.0
607-2Z/LHT23,7.0,19.0,6.0,2.34,43000.0
607-RSH,7.0,19.0,6.0,2.34,24000.0
607-Z,7.0,19.0,6.0,2.34,53000.0
6072 M,360.0,540.0,82.0,442.0,1900.0
6076 M,380.0,560.0,82.0,436.0,1800.0
6076 M/C3,380.0,560.0,82.0,436.0,1800.0
608,8.0,22.0,7.0,3.45,48000.0
608 2RSJEM,8.0,22.0,7.0,3.45,22000.0
608 2ZJEM,8.0,22.0,7.0,3.45,38000.0
608 JEM,8.0,22.0,7.0,3.45,48000.0
608 RSJEM,8.0,22.0,7.0,3.45,22000.0
608-2RSH,8.0,22.0,7.0,3.45,22000.0
608-2RSH/C3,8.0,22.0,7.0,3.45,22000.0
608-2RSH/C3GJN,8.0,22.0,7.0,3.45,22000.0
608-2RSH/GJN,8.0,22.0,7.0,3.45,22000.0
608-2RSH/W64,8.0,22.0,7.0,3.45,16000.0
608-2RSL,8.0,22.0,7.0,3.45,38000.0
608-2RSL/C3,8.0,22.0,7.0,3.45,38000.0
608-2RSL/C3LHT23,8.0,22.0,7.0,3.45,38000.0
608-2RSL/HC5C3WT,8.0,22.0,7.0,3.25,38000.0
608-2RSLTN9/HC5C3WT,8.0,22.0,7.0,3.25,38000.0
608-2RSLTN9/HC5C3WTF1,8.0,22.0,7.0,3.25,38000.0
608-2Z,8.0,22.0,7.0,3.45,38000.0
608-2Z/C3,8.0,22.0,7.0,3.45,38000.0
608-2Z/C3GJN,8.0,22.0,7.0,3.45,38000.0
608-2Z/C3LHT23,8.0,22.0,7.0,3.45,38000.0
608-2Z/C3WT,8.0,22.0,7.0,3.45,38000.0
608-2Z/GJN,8.0,22.0,7.0,3.45,
608-2Z/LHT23,8.0,22.0,7.0,3.45,38000.0
608-RSH,8.0,22.0,7.0,3.45,22000.0
608-Z,8.0,22.0,7.0,3.45,48000.0
608-ZTN9/LT,8.0,22.0,7.0,3.45,
608/600 MA,600.0,730.0,42.0,265.0,1200.0
608/630 MA,630.0,780.0,48.0,364.0,1100.0
608/C3,8.0,22.0,7.0,3.45,48000.0
6080 M,400.0,600.0,90.0,520.0,1700.0
6084 M,420.0,620.0,90.0,507.0,1600.0
6088 M,440.0,650.0,94.0,553.0,1500.0
609,9.0,24.0,7.0,3.9,43000.0
609-2RSH,9.0,24.0,7.0,3.9,19000.0
609-2RSH/C3,9.0,24.0,7.0,3.9,19000.0
609-2RSL/C3,9.0,24.0,7.0,3.9,34000.0
609-2Z,9.0,24.0,7.0,3.9,34000.0
609-2Z/C3,9.0,24.0,7.0,3.9,34000.0
609-RSH,9.0,24.0,7.0,3.9,19000.0
609-Z,9.0,24.0,7.0,3.9,43000.0
609/C3,,,,,
616034 A,28.0,67.0,18.0,25.1,14000.0
618/1000 MA,1000.0,1220.0,100.0,637.0,600.0
618/1060 MA,1060.0,1280.0,100.0,728.0,560.0
618/1120 MA,1120.0,1360.0,106.0,741.0,530.0
618/1180 MB,1180.0,1420.0,106.0,761.0,480.0
618/1320 MA,1320.0,1600.0,122.0,956.0,400.0
618/4,4.0,9.0,2.5,0.423,85000.0
618/5,5.0,11.0,3.0,0.468,75000.0
618/500 MA,500.0,620.0,56.0,332.0,1500.0
618/500 MA/C3,500.0,620.0,56.0,332.0,1500.0
618/530 MA,530.0,650.0,56.0,332.0,1400.0
618/530 MA/C3,530.0,650.0,56.0,332.0,1400.0
618/560 MA,560.0,680.0,56.0,345.0,1300.0
618/560 MA/C3,560.0,680.0,56.0,345.0,1300.0
618/6,6.0,13.0,3.5,0.715,67000.0
618/600 MA,600.0,730.0,60.0,364.0,1200.0
618/600 MA/C3,600.0,730.0,60.0,364.0,1200.0
618/630 MA,630.0,780.0,69.0,442.0,1100.0
618/670 MA,670.0,820.0,69.0,442.0,1100.0
618/670 MA/C3,670.0,820.0,69.0,442.0,1100.0
